,rating,title,user
0,10,Encounter,uri_ko
1,10,Encounter,princebogum
2,10,Encounter,monique_l_mcdonald_641
3,10,Encounter,replyz4me_991
4,10,Encounter,haigh7775_826
5,10,Encounter,overloadissue
6,10,Encounter,maisaloiola_379
7,10,Encounter,marshadj59_691
8,10,Encounter,mezesjane_399
9,9,Encounter,adavis2224_521
10,9,Encounter,human_myth
11,6,Encounter,mairead5000_733
12,10,Encounter,uyendao17_215
13,10,Encounter,claudia92040_307
14,10,Encounter,sonia_soniacastro_673
15,10,Encounter,enkeris
16,9,Encounter,zarina_angelina_b_799
17,10,Encounter,adjeley_611
18,10,Encounter,justgen_268
19,10,Encounter,marthinaisaias_608
20,10,Encounter,videocamelia_208
21,10,Encounter,tlsmith76_125
22,10,Encounter,vanillaxsky
23,10,Encounter,pcyl
24,10,Encounter,littleangel18_361
25,9,Encounter,squigly_digly
26,10,Encounter,81003056100222486080
27,10,Encounter,dejah199547_284
28,10,Encounter,feliciacsy_104
29,10,Encounter,lanak12345_655
30,10,Encounter,lillymar
31,10,Encounter,mv_1316
32,10,Encounter,kimverley_cano
33,10,Encounter,khaouladb_888
34,10,Encounter,korearthur_1988_755
35,10,Encounter,mortaleza_933
36,10,Encounter,onewlover95
37,10,Encounter,8piecesofeight8_692
38,10,Encounter,marielostobar_4_403
39,10,Encounter,rosalba_cabrera
40,9,Encounter,dsgaur_751
41,10,Encounter,valalem13
42,10,Encounter,av2152
43,10,Encounter,quelnunes16_543
44,10,Encounter,marthamaria339_872
45,10,Encounter,sakura01hana
46,10,Encounter,thaysvaldivia_838
47,10,Encounter,robbyramdath11_14
48,10,Encounter,hina85
49,8,Encounter,old_hag
50,10,Encounter,cyndii_lee_2
51,10,Encounter,chrisogb_383
52,10,Encounter,umapizza
53,10,Encounter,marimms_93
54,10,Encounter,choi_annej_307
55,10,Encounter,eapickell_109
56,10,Encounter,jacnic112_604
57,10,Encounter,annrafkin_591
58,10,Encounter,taimyge09_638
59,10,Encounter,xtokki
60,10,Encounter,hcoutomonte_823
61,10,Encounter,dave_407
62,10,Encounter,dboydstep_1
63,10,Encounter,lexiakonayev627_84
64,8,Encounter,hpham419_179
65,10,Encounter,b0gummy
66,10,Encounter,alexandra_cornelia_2_941
67,10,Encounter,maudedozier91_456
68,10,Encounter,myriam_recio43_679
69,10,Encounter,drmz_17
70,10,Encounter,myrnaarcetrainer_383
71,10,Encounter,mrsrdagondon_625
72,10,Encounter,millie_curtis
73,10,Encounter,va_romo_125
74,10,Encounter,priti_lady
75,10,Encounter,kellysparkles33
76,10,Encounter,mj3456
77,10,Encounter,civyrocha2
78,10,Encounter,raydl721_970
79,10,Encounter,tamanna_98_tb_178
80,10,Encounter,choihyerin1211
81,10,Encounter,momocj88_559
82,10,Encounter,emilymc57_854
83,10,Encounter,cpritch4168_176
84,10,Encounter,annasalko_880
85,10,Encounter,mrsxtdp
86,10,Encounter,lizalibut_18
87,10,Encounter,alethiadouglass54_165
88,10,Encounter,katerriaepps_182
89,10,Encounter,kellygm89_596
90,10,Encounter,glyohevet_140
91,10,Encounter,halylizzy_437
92,10,Encounter,ccruceliza_113
93,10,Encounter,lidiakarolina
94,10,Encounter,maryann_cady605_420
95,10,Encounter,alexandra_31751_976
96,10,Encounter,vaeana_tuihani_18
97,10,Encounter,townsantoinette_290
98,10,Encounter,nenigirl468
99,10,Encounter,reyes3312_590
100,10,Encounter,opal55johnso_180
101,10,Encounter,idayanmaricar_748
102,10,Encounter,ebbax07_329
103,10,Encounter,patriciaysarah_176
104,10,Encounter,songsong17
105,10,Encounter,karm1942_123
106,10,Encounter,abir77
107,10,Encounter,gwladys_senso_62
108,7,Encounter,milo_nelson
109,10,Encounter,10154486896878105_689
110,10,Encounter,toni_wbrook_825
111,10,Encounter,kiernnan_423
112,10,Encounter,jpb7190_664
113,10,Encounter,luciolines_3
114,10,Encounter,gailandzoo_417
115,9,Encounter,luvphiil
116,10,Encounter,goldenlady24kt
117,10,Encounter,kathyirminger_72
118,10,Encounter,ricklukas81_435
119,10,Encounter,raindropss0301_165
120,10,Encounter,light_hikari_301
121,10,Encounter,filencia
122,10,Encounter,sunshinyday_768
123,10,Encounter,jackie11213_4
124,9,Encounter,mrstakumi007_580
125,10,Encounter,busolamidara_318
126,10,Encounter,yonaomi
127,10,Encounter,magali_oliv04_89
128,10,Encounter,momomelodyxkpop
129,10,Encounter,beckhasaoldwallet
130,10,Encounter,servusductu_290
131,10,Encounter,angela13162_751
132,10,Encounter,julaaaay
133,10,Encounter,youshouldbehere1468_885
134,10,Encounter,mosskm02_983
135,10,Encounter,eliza_de_sa_1314
136,10,Encounter,jennamariaa
137,10,Encounter,anyva27_193
138,9,Encounter,mrs_tljoseoh_679
139,10,Encounter,candyfred2001_619
140,10,Encounter,tadang2018
141,10,Encounter,kali00794
142,10,Encounter,trbl1
143,10,Encounter,sofiaflmelo_841
